id,Name,Type,Latitude,Longitude,dateDesc,OpenTime,EndTime,Price,RecommendMinTime,RecommendMaxTime,Indoor,Popularity,ood_Type
27,香山公园,公园,39.995693,116.194051,全年,06:00,19:30,10.0,3.0,4.0,0,6,其它
28,北海公园,公园,39.934167,116.395006,全年,06:00,21:00,0.0,2.5,4.0,0,6,"河边,古风写真,约会圣地"
29,南锣鼓巷,商业街区,39.943166,116.4095,全年,00:00,24:00,0.0,1.0,2.5,0,8,"古风写真,约会圣地"
30,居庸关长城,历史古迹,40.297394,116.078214,全年,06:30,18:00,40.0,1.0,2.0,0,8,古风写真
31,朝阳公园,公园,39.950002,116.489114,全年,06:00,22:00,0.0,2.5,4.0,0,6,约会圣地
32,泡泡玛特城市乐园,游乐园/体育娱乐,39.948516,116.481208,全年,10:00,20:00,148.0,0.5,1.0,1,6,其它
33,水立方(国家游泳中心),游乐园/体育娱乐,39.999266,116.396829,全年,10:30,22:30,29.0,2.0,3.0,1,8,其它
34,北京大观园,人文景观,39.877081,116.362822,全年,07:30,18:00,40.0,3.0,4.0,1,6,"古风写真,约会圣地"
35,北京汽车博物馆,博物馆/纪念馆,39.835043,116.308108,全年,09:00,17:00,30.0,1.0,1.5,1,6,其它
36,世界公园,游乐园/体育娱乐,39.81671,116.293772,全年,09:00,17:00,95.0,1.0,2.5,0,6,其它
37,前门大街,商业街区,39.899651,116.40452,全年,00:00,24:00,0.0,2.5,4.0,0,8,"古风写真,约会圣地"
38,王府井,商业街区,39.91979,116.418038,全年,00:00,24:00,0.0,3.0,3.5,0,8,其它
39,天安门城楼,历史古迹,39.915407,116.403865,全年,08:30,15:30,0.0,1.0,1.5,0,9,"古风写真,约会圣地"
40,老舍茶馆,人文景观,39.906052,116.399659,全年,10:00,22:00,180.0,3.0,4.0,1,6,"古风写真,约会圣地"
41,北京杜莎夫人蜡像馆,博物馆/纪念馆,39.903663,116.404671,全年,10:00,21:00,129.0,2.0,3.5,1,6,其它
42,孔庙和国子监博物馆,博物馆/纪念馆,39.953111,116.420343,全年,09:00,17:00,0.0,1.0,1.5,1,6,古风写真
43,八达岭野生动物世界,游乐园/体育娱乐,40.359586,116.001343,全年,08:00,17:00,85.0,1.0,2.5,0,8,其它
44,故宫珍宝馆,博物馆/纪念馆,39.925979,116.406346,全年,08:30,17:00,0.0,2.0,3.0,1,8,古风写真
45,太和殿,历史古迹,39.923657,116.403432,全年,08:30,17:00,0.0,2.0,3.5,1,8,古风写真
47,毛主席纪念堂,博物馆/纪念馆,39.908876,116.404145,全年,08:00,12:00,0.0,2.5,4.0,1,6,其它
48,午门,历史古迹,39.920105,116.403705,全年,08:30,17:00,0.0,1.5,2.0,0,8,古风写真
49,太平洋海底世界,游乐园/体育娱乐,39.924905,116.312596,全年,08:30,17:30,90.0,0.5,1.0,1,6,其它
50,798艺术区,美术馆/艺术馆,39.991061,116.501104,全年,00:00,24:00,0.0,2.5,4.0,1,8,其它
51,清华大学艺术博物馆,美术馆/艺术馆,40.007638,116.342234,全年,09:00,17:00,0.0,0.5,1.0,1,6,其它
52,中央广播电视塔,人文景观,39.925494,116.313595,全年,08:30,18:00,90.0,2.0,2.5,0,6,其它
53,德云社剧场,人文景观,39.890323,116.404395,全年,19:15,22:00,698.0,1.5,3.0,1,6,其它
54,慕田峪长城索道滑道,游乐园/体育娱乐,40.437922,116.570303,全年,08:00,17:00,0.0,1.5,2.0,0,8,其它
55,雁栖湖,公园,40.403587,116.690837,全年,08:30,17:30,42.0,3.0,4.0,0,6,"河边,约会圣地"
56,北京宋庆龄故居,红色景点,39.951737,116.389564,全年,09:00,17:00,20.0,3.0,3.5,1,6,"古风写真,约会圣地"
57,水立方嬉水乐园,游乐园/体育娱乐,39.998775,116.39662,全年,10:00,18:00,136.99,1.5,3.0,1,6,其它
58,潭柘寺,历史古迹,39.91122,116.03762,全年,08:30,16:30,50.0,1.0,2.0,0,6,古风写真
59,黄花城水长城,历史古迹,40.419287,116.307167,全年,08:30,17:00,58.0,3.0,3.5,0,6,"河边,古风写真"
60,大栅栏,商业街区,39.901535,116.397634,全年,00:00,24:00,0.0,0.5,1.0,0,6,"古风写真,约会圣地"
61,钟鼓楼,历史古迹,39.948732,116.40236,全年,09:30,17:30,10.0,1.0,2.0,0,6,"古风写真,约会圣地"
62,鼓楼,历史古迹,39.946841,116.40237,全年,09:30,17:30,0.0,0.5,2.0,0,6,"古风写真,约会圣地"
63,北京奥林匹克塔,游乐园/体育娱乐,40.014691,116.40065,全年,09:00,22:00,118.0,2.5,3.0,1,6,其它
64,红螺寺,文化旅游区,40.389488,116.634124,全年,00:00,24:00,54.0,0.5,1.5,0,6,"古风写真,约会圣地"
65,八大处公园,公园,39.968352,116.189212,全年,06:00,18:00,10.0,2.5,3.0,0,6,其它
66,国子监,历史古迹,39.953116,116.419591,全年,09:00,17:00,0.0,0.5,1.0,1,6,古风写真
67,中华民族博物院,博物馆/纪念馆,39.989186,116.397793,全年,08:30,18:00,45.0,2.0,3.0,1,6,其它
68,三里屯,商业街区,39.940602,116.458347,全年,09:00,23:00,0.0,1.0,1.5,1,8,约会圣地
69,大熊猫馆,游乐园/体育娱乐,39.945481,116.34581,全年,08:00,18:00,0.0,1.0,2.0,1,8,其它
70,富国海底世界,游乐园/体育娱乐,39.933996,116.453669,全年,09:00,17:30,91.0,1.0,1.5,1,6,其它
71,龙庆峡,自然风光,40.557851,116.009343,全年,08:30,17:00,40.0,1.0,2.5,0,6,河边
72,定陵,历史古迹,40.30048,116.232421,全年,08:30,18:00,60.0,1.5,2.0,0,6,其它
73,北京乐高探索中心,游乐园/体育娱乐,39.930684,116.602649,全年,10:30,18:30,180.0,1.0,1.5,1,6,其它
74,司马台长城,历史古迹,40.663649,117.292856,全年,09:00,16:10,40.0,1.5,2.0,0,8,古风写真
75,石景山游乐园,游乐园/体育娱乐,39.91784,116.215231,全年,09:00,17:30,10.0,2.0,3.0,0,6,其它
76,首都博物馆,博物馆/纪念馆,39.912283,116.349192,全年,09:00,17:00,0.0,1.5,2.0,1,8,其它
77,北京刘老根大舞台,游乐园/体育娱乐,39.899788,116.406961,全年,20:00,22:15,580.0,0.5,1.5,1,6,其它
78,祈年殿,历史古迹,39.889922,116.419288,全年,08:00,18:00,0.0,2.0,3.5,1,6,古风写真
79,后海,公园,39.948183,116.394776,全年,00:00,24:00,0.0,2.5,3.0,0,6,"河边,约会圣地"
80,纪晓岚故居,历史古迹,39.896319,116.393561,全年,09:00,18:00,10.0,2.0,3.0,1,5,古风写真
81,观复博物馆,博物馆/纪念馆,40.013243,116.540404,全年,09:00,16:00,88.0,2.0,3.0,1,6,古风写真
82,国家图书馆,博物馆/纪念馆,39.949689,116.329894,全年,09:00,21:00,0.0,1.0,2.0,1,6,其它
83,中国美术馆,美术馆/艺术馆,39.931462,116.415454,全年,09:00,17:00,0.0,2.0,2.5,1,6,其它
84,地坛,历史古迹,39.959692,116.419984,全年,06:00,21:30,0.0,1.0,2.0,0,6,古风写真
86,中国紫檀博物馆,博物馆/纪念馆,39.916834,116.532527,全年,09:00,17:00,50.0,2.5,4.0,1,6,其它
87,北京喇叭沟原始森林公园,自然风光,40.965737,116.495711,全年,07:30,17:30,38.0,1.0,2.0,0,6,其它
88,潘家园旧货市场,商业街区,39.881199,116.465329,全年,09:00,21:00,0.0,3.0,3.5,1,6,其它
89,人民大会堂,人文景观,39.911394,116.400238,全年,09:00,15:00,0.0,0.5,1.0,1,8,其它
90,北京世园公园,公园,40.450315,115.957449,全年,09:00,17:00,60.0,3.0,4.0,0,6,其它
91,九谷口自然风景区,自然风光,40.450379,116.668525,全年,08:30,17:00,0.0,1.5,2.0,0,6,其它
92,世界花卉大观园,公园,39.841376,116.359803,全年,00:00,24:00,50.0,2.0,3.0,1,6,其它
93,悬空玻璃艺术馆,美术馆/艺术馆,39.922161,116.418481,全年,10:00,20:00,39.9,3.0,3.5,1,6,其它
94,卢沟桥,历史古迹,39.856421,116.228721,全年,07:30,19:00,20.0,2.0,3.5,0,6,"河边,古风写真"
95,八达岭古长城(残长城),历史古迹,40.356556,115.979423,全年,09:00,16:30,54.0,2.0,3.0,0,8,古风写真
96,中国工美馆 中国非遗馆,博物馆/纪念馆,40.009944,116.404125,全年,09:00,17:00,0.0,0.5,1.0,1,6,其它
97,teamLab无相艺术空间,美术馆/艺术馆,39.930772,116.524819,全年,10:30,19:00,193.0,1.0,2.0,1,8,其它
98,红砖美术馆,美术馆/艺术馆,40.048543,116.506291,全年,10:00,18:00,150.0,0.5,1.0,1,6,"古风写真,约会圣地"
99,国家速滑馆,游乐园/体育娱乐,40.023485,116.384188,全年,12:00,18:00,40.0,1.0,1.5,1,6,其它
100,回音壁,历史古迹,39.884433,116.41951,全年,08:00,18:00,0.0,1.0,2.0,1,6,古风写真
102,北京玛雅海滩水公园,游乐园/体育娱乐,39.873927,116.500997,全年,00:00,24:00,0.0,0.5,2.0,0,8,其它
103,亮马河国际风情水岸,公园,39.955013,116.485426,全年,15:00,18:30,0.0,1.0,1.5,0,6,"河边,约会圣地"
104,温都水城·水梦奇缘,游乐园/体育娱乐,40.110253,116.377085,全年,10:00,18:00,118.0,3.0,4.0,1,6,"河边,约会圣地"
105,玉渊潭公园,公园,39.92195,116.329057,全年,06:00,21:30,0.0,2.5,3.0,0,6,"河边,约会圣地"
106,中国电影博物馆,博物馆/纪念馆,40.0028,116.526921,全年,09:00,17:00,0.0,2.5,4.0,1,6,其它
107,世贸天阶,商业街区,39.922006,116.458637,全年,10:00,22:00,0.0,3.0,4.0,1,6,约会圣地
108,白云观,历史古迹,39.906539,116.350119,全年,08:30,16:30,0.0,2.5,4.0,1,6,古风写真
110,故宫钟表馆,博物馆/纪念馆,39.925225,116.405192,全年,08:30,17:00,0.0,1.0,2.5,1,6,其它
111,人民英雄纪念碑,红色景点,39.910966,116.404165,全年,00:00,24:00,0.0,0.5,2.0,0,8,其它
112,大运河博物馆,博物馆/纪念馆,39.887286,116.723345,全年,10:00,20:00,0.0,0.5,1.0,1,6,"河边,古风写真"
113,北京市档案馆,博物馆/纪念馆,39.890999,116.477648,全年,09:00,17:00,0.0,2.5,3.0,1,3,其它
114,国家植物园(原北京植物园),公园,40.008872,116.216152,全年,06:00,21:00,0.0,1.0,1.5,0,6,其它
116,未来水世界,游乐园/体育娱乐,39.863532,116.692107,全年,09:00,20:00,0.0,0.5,1.0,1,6,其它
117,长陵,历史古迹,40.306283,116.255634,全年,08:30,18:00,45.0,3.0,4.0,0,6,其它
119,中国航空博物馆,博物馆/纪念馆,40.192095,116.372885,全年,09:00,17:00,0.0,1.0,1.5,1,6,其它
120,西单商业街,商业街区,39.917372,116.380941,全年,00:00,24:00,0.0,0.5,1.0,1,8,约会圣地
121,昆明湖,公园,39.999894,116.278314,全年,06:30,18:00,0.0,1.5,3.0,0,6,"河边,约会圣地"
122,坡峰岭,自然风光,39.709779,115.84427,全年,08:00,17:00,30.0,2.5,3.0,0,6,其它
123,白塔寺,历史古迹,39.930757,116.369903,全年,09:00,17:00,0.0,1.0,2.0,1,6,古风写真
124,龙潭中湖公园,公园,39.882817,116.439721,全年,06:00,22:00,0.0,1.0,2.5,0,6,"河边,约会圣地"
125,水关长城,历史古迹,40.343181,116.044886,全年,09:00,16:30,35.0,0.5,2.0,0,8,其它
126,五道营胡同,商业街区,39.954871,116.415418,全年,00:00,24:00,0.0,2.0,2.5,0,6,"古风写真,约会圣地"
127,陶然亭公园,公园,39.88066,116.388442,全年,06:00,22:00,0.0,1.0,2.0,0,6,"河边,约会圣地"
128,北京曲水兰亭水疗,游乐园/体育娱乐,39.911218,116.51187,全年,00:00,24:00,1208.9,1.0,2.0,1,6,其它
129,国家动物博物馆,博物馆/纪念馆,40.011196,116.392992,全年,09:00,17:00,0.0,2.0,3.5,1,6,其它
130,东交民巷,历史古迹,39.90893,116.417056,全年,00:00,24:00,0.0,2.0,3.0,1,4,"古风写真,约会圣地"
131,凤凰中心,人文景观,39.940342,116.480337,全年,10:00,17:00,0.0,1.5,3.0,1,6,其它
132,北京市劳动人民文化宫,文化旅游区,39.918736,116.406195,全年,06:30,19:00,0.0,2.0,3.5,1,6,其它
133,朝阳剧场杂技,游乐园/体育娱乐,39.928194,116.468861,全年,16:00,20:00,0.0,0.5,2.0,1,6,其它
134,奥林匹克森林公园,公园,40.025231,116.3968,全年,06:00,21:00,0.0,0.5,1.5,0,6,其它
135,周口店北京人遗址博物馆,博物馆/纪念馆,39.693589,115.943241,全年,09:00,16:30,30.0,0.5,1.0,1,6,其它
136,北京平谷金海湖,自然风光,40.187348,117.310896,全年,08:30,17:30,38.0,3.0,4.0,0,6,"河边,约会圣地"
137,十七孔桥,历史古迹,39.997,116.283926,全年,06:30,18:00,0.0,1.0,1.5,0,6,"河边,古风写真"
138,国家典籍博物馆,博物馆/纪念馆,39.948853,116.330581,全年,09:00,17:00,0.0,2.5,3.0,1,6,其它
139,城市大道,商业街区,39.855987,116.683649,全年,08:00,23:00,0.0,0.5,2.0,0,6,其它
140,玉渡山景区,自然风光,40.55826,115.895804,全年,08:30,15:30,60.0,1.0,2.0,0,6,其它
141,北京西山国家森林公园,公园,39.982469,116.201277,全年,08:00,18:00,10.0,2.5,3.0,0,6,其它
142,烟袋斜街,商业街区,39.945443,116.400974,全年,00:00,24:00,0.0,2.0,2.5,0,6,"古风写真,约会圣地"
144,中山公园,公园,39.916729,116.400516,全年,06:00,21:00,0.0,3.0,4.0,0,6,约会圣地
146,护国寺,历史古迹,39.941127,116.381757,全年,00:00,24:00,0.0,2.0,2.5,1,6,古风写真
147,乐多港·卡乐星球,游乐园/体育娱乐,40.241035,116.196994,全年,09:30,18:00,179.0,0.5,1.0,1,6,其它
148,北京金海湖碧波岛度假区,游乐园/体育娱乐,40.173688,117.336098,全年,09:00,17:00,158.0,1.5,3.0,0,6,"河边,约会圣地"
149,紫御湾码头,人文景观,39.950809,116.323237,全年,09:00,16:00,0.0,2.0,3.5,0,4,"河边,约会圣地"
150,SOLANA蓝色港湾,商业街区,39.955084,116.482406,全年,00:00,24:00,0.0,0.5,2.0,1,6,约会圣地
151,老北京胡同游,人文景观,39.940188,116.396212,全年,07:00,16:00,0.0,1.0,2.0,0,6,"古风写真,约会圣地"
152,野鸭湖国家湿地公园,公园,40.414865,115.864833,全年,09:00,17:00,50.0,0.5,2.0,0,6,"河边,约会圣地"
153,箭扣长城,历史古迹,40.449159,116.541112,全年,00:00,24:00,0.0,0.5,1.0,0,8,古风写真
154,银河SOHO,商业街区,39.92661,116.439685,全年,00:00,24:00,0.0,2.0,3.5,1,6,其它
155,梵高星空艺术馆（王府井旗舰店）,美术馆/艺术馆,39.916613,116.418247,全年,10:00,21:00,39.9,1.0,1.5,1,6,其它
156,角楼,历史古迹,39.928846,116.407488,全年,08:30,17:00,0.0,3.0,4.0,0,6,古风写真
157,和平菓局,商业街区,39.920345,116.416782,全年,10:00,22:00,0.0,2.0,3.0,1,6,其它
158,十渡风景名胜区,自然风光,39.644148,115.606473,全年,08:00,17:00,0.0,2.0,3.0,0,6,"河边,约会圣地"
159,北京国际鲜花港,公园,40.187688,116.803564,全年,09:00,17:00,30.0,1.0,2.0,0,6,其它
160,黑龙潭风景区,自然风光,40.569355,116.793737,全年,09:00,17:00,58.0,1.5,3.0,0,6,"河边,古风写真"
162,北京艺术博物馆,博物馆/纪念馆,39.952595,116.317868,全年,09:00,17:00,20.0,1.5,3.0,1,6,其它
164,长安街,商业街区,39.914246,116.415894,全年,00:00,24:00,0.0,1.5,2.0,0,8,其它
165,长城之漫观景台,人文景观,40.36194,116.01666,全年,06:00,22:30,0.0,3.0,4.0,0,8,其它
167,北京民俗博物馆,博物馆/纪念馆,39.929847,116.450503,全年,08:30,16:30,10.0,1.5,2.0,1,6,古风写真
168,北京鲁迅博物馆(北京新文化运动纪念馆),博物馆/纪念馆,39.931264,116.36503,全年,09:00,16:00,0.0,0.5,2.0,1,6,其它
169,佛香阁,人文景观,40.005295,116.280371,全年,09:00,16:00,0.0,2.0,2.5,0,6,古风写真
170,北京坊,商业街区,39.904283,116.402433,全年,10:00,22:00,0.0,2.0,3.0,0,6,其它
172,北京颐和园石舫,人文景观,40.004311,116.276081,全年,06:30,18:00,0.0,1.0,2.5,1,6,"河边,古风写真"
174,圜丘,历史古迹,39.883274,116.419657,全年,08:00,17:30,0.0,3.0,4.0,0,6,古风写真
175,保和殿,历史古迹,39.924779,116.403357,全年,08:30,17:00,0.0,2.5,4.0,1,6,古风写真
176,北京梨园剧场,人文景观,39.892911,116.392263,全年,00:00,24:00,88.0,1.5,2.0,1,6,其它
177,北京古代建筑博物馆,博物馆/纪念馆,39.883595,116.398506,全年,09:00,17:00,0.0,1.0,2.5,1,6,古风写真
178,钟楼,历史古迹,39.948395,116.402205,全年,09:30,17:30,10.0,2.0,3.0,0,6,"古风写真,约会圣地"
179,紫竹院公园,公园,39.948517,116.326003,全年,06:00,21:30,0.0,1.5,2.0,0,6,"河边,约会圣地"
180,白瀑寺,历史古迹,40.124144,115.927283,全年,08:00,17:00,0.0,1.5,3.0,0,6,古风写真
182,历代帝王庙,历史古迹,39.930766,116.373959,全年,00:00,24:00,0.0,1.0,1.5,1,6,古风写真
183,银山塔林,历史古迹,40.320994,116.335118,全年,08:00,16:00,20.0,0.5,1.5,0,6,其它
184,中粮祥云小镇,商业街区,40.095847,116.543123,全年,10:00,21:00,0.0,2.5,4.0,1,4,其它
185,太庙街门,历史古迹,39.916065,116.404527,全年,09:00,17:00,0.0,0.5,1.0,1,6,古风写真
187,中和殿,历史古迹,39.924221,116.403387,全年,08:30,17:00,0.0,1.0,2.5,1,6,古风写真
188,神路景区,历史古迹,40.260807,116.23018,全年,08:30,18:00,30.0,2.5,3.0,0,6,其它
189,南宫旅游度假区,游乐园/体育娱乐,39.81265,116.161143,全年,09:00,21:00,0.0,1.0,1.5,1,6,其它
190,戒台寺,历史古迹,39.87673,116.092996,全年,08:30,16:45,45.0,3.0,4.0,0,6,古风写真
191,御花园,公园,39.927608,116.403161,全年,08:30,15:30,0.0,1.5,2.0,0,6,古风写真
192,国家植物园南园,公园,39.996967,116.217629,全年,08:00,18:00,0.0,1.5,3.0,0,6,其它
194,通州运河公园,公园,39.8824,116.748887,全年,00:00,21:00,0.0,1.0,1.5,0,6,"河边,约会圣地"
195,通州运河游船,游乐园/体育娱乐,39.913558,116.693871,全年,09:30,10:30,0.0,1.0,2.5,0,6,"河边,约会圣地"
196,中国海关博物馆,博物馆/纪念馆,39.913052,116.43929,全年,09:00,16:30,0.0,2.0,3.0,1,4,其它
197,石林峡,自然风光,40.268794,117.24851,全年,08:30,17:00,68.0,2.0,3.0,0,6,其它
199,北京温榆河公园,公园,40.081409,116.471027,全年,06:00,21:00,0.0,0.5,1.0,0,6,"河边,约会圣地"
200,明城墙遗址公园,公园,39.907202,116.434388,全年,08:30,19:30,0.0,1.5,2.0,0,6,"古风写真,约会圣地"
201,北京(通州)大运河文化旅游景区,文化旅游区,39.920126,116.67408,全年,09:00,17:00,0.0,0.5,2.0,0,6,"河边,约会圣地"
202,清凉谷风景区,自然风光,40.639741,116.760481,全年,08:00,17:30,48.9,2.5,4.0,0,6,其它
203,周口店北京人遗址公园,历史古迹,39.696128,115.937405,全年,09:00,16:30,30.0,2.0,3.0,0,6,其它
204,北京展览馆,博物馆/纪念馆,39.946119,116.350668,全年,08:30,18:00,0.0,0.5,1.0,1,6,其它
205,呀路古热带植物园,游乐园/体育娱乐,39.664878,116.60049,全年,08:30,17:30,60.0,1.5,2.0,1,6,其它
206,北京城市图书馆,博物馆/纪念馆,39.889043,116.721152,全年,10:00,20:00,0.0,1.0,2.0,1,6,其它
207,南宫五洲植物乐园,游乐园/体育娱乐,39.799936,116.160942,全年,09:30,17:30,68.0,1.0,2.5,1,6,其它
209,三里屯酒吧一条街,商业街区,39.939886,116.462197,全年,09:00,23:00,0.0,0.5,2.0,0,8,约会圣地
210,龙潭公园,公园,39.884624,116.446425,全年,06:00,22:00,0.0,1.5,3.0,0,6,"河边,约会圣地"
211,霸天虎过山车,游乐园/体育娱乐,39.863491,116.686724,全年,10:00,19:00,0.0,1.0,2.5,0,8,其它
212,751活的3D博物馆,游乐园/体育娱乐,39.99011,116.507681,全年,10:30,18:30,64.8,2.5,3.0,1,6,其它
213,望京SOHO,商业街区,40.002211,116.487288,全年,00:00,24:00,0.0,0.5,2.0,1,6,其它
214,梨树沟休闲谷,游乐园/体育娱乐,40.295044,117.257046,全年,09:00,17:00,0.0,1.5,3.0,1,4,其它
215,八大胡同,人文景观,39.898892,116.398954,全年,00:00,24:00,0.0,1.5,2.0,0,6,"古风写真,约会圣地"
216,北京大学,大学校园,39.997899,116.316801,全年,06:30,22:30,0.0,1.5,2.0,0,8,其它
217,北京孔庙,历史古迹,39.952772,116.420854,全年,09:00,17:00,0.0,2.0,3.5,1,6,古风写真
218,国家会议中心,商业街区,40.006295,116.396466,全年,00:00,17:00,0.0,1.5,3.0,1,6,其它
219,北京蓝调庄园,人文景观,39.97179,116.617844,全年,08:30,18:00,0.0,1.0,2.0,0,5,其它
221,首钢工业遗址公园,公园,39.915904,116.170035,全年,00:00,20:00,0.0,2.0,3.0,1,6,其它
222,京东大溶洞,自然风光,40.218624,117.260596,全年,08:00,16:45,80.0,2.5,3.0,1,6,其它
223,什刹海游船,人文景观,39.941419,116.399258,全年,09:00,18:00,0.0,1.0,1.5,0,6,"河边,约会圣地"
224,北京王府井天主教堂,人文景观,39.923646,116.418472,全年,08:00,11:00,0.0,1.0,2.5,1,6,"古风写真,约会圣地"
225,乾清宫,历史古迹,39.926469,116.403275,全年,08:30,17:00,0.0,2.0,3.5,1,6,古风写真
226,石刻艺术博物馆,博物馆/纪念馆,39.950594,116.336751,全年,00:00,24:00,0.0,2.0,3.0,1,6,古风写真
227,华熙Live·五棵松,商业街区,39.916725,116.283811,全年,10:00,22:00,0.0,3.0,4.0,1,6,其它
228,百里山水画廊,自然风光,40.666026,116.257788,全年,00:00,24:00,60.0,3.0,4.0,0,6,其它
229,中华世纪坛,文化旅游区,39.917371,116.327863,全年,09:00,17:00,0.0,0.5,1.5,1,5,其它
230,张裕爱斐堡酒庄,文化旅游区,40.382065,116.90818,全年,08:00,17:00,78.0,1.0,2.5,1,6,其它
231,老舍纪念馆,博物馆/纪念馆,39.924948,116.414815,全年,09:00,17:00,0.0,2.0,2.5,1,5,其它
232,侏罗纪世界大冒险,游乐园/体育娱乐,39.862291,116.689723,全年,10:00,19:00,0.0,1.0,2.0,1,6,其它
233,阿派朗创造力乐园,游乐园/体育娱乐,39.876917,116.745985,全年,09:30,18:00,0.0,1.0,2.0,1,6,其它
235,云居寺,历史古迹,39.615247,115.780384,全年,09:00,16:00,40.0,2.0,3.0,1,6,其它
236,中国钱币博物馆,博物馆/纪念馆,39.908529,116.401379,全年,09:00,17:00,0.0,0.5,1.5,1,5,其它
237,南池子美术馆,美术馆/艺术馆,39.919969,116.409785,全年,10:00,13:00,0.0,2.5,4.0,1,6,"古风写真,约会圣地"
238,史家胡同,历史古迹,39.924567,116.43074,全年,00:00,24:00,0.0,1.0,2.0,1,4,古风写真
239,幻境空间超级元宇宙(北京店),游乐园/体育娱乐,39.905859,116.424056,全年,10:00,22:00,59.8,1.0,2.0,1,6,其它
240,北京凤凰岭景区,自然风光,40.111966,116.091763,全年,07:00,17:00,25.0,1.0,1.5,0,6,其它
242,京东大峡谷,自然风光,40.251256,117.180659,全年,07:30,17:00,75.0,0.5,2.0,0,6,其它
245,延禧宫,历史古迹,39.92673,116.405073,全年,08:30,17:00,0.0,0.5,1.0,1,6,古风写真
246,北京动物园游船码头,游乐园/体育娱乐,39.948889,116.346669,全年,10:30,15:30,79.0,1.0,2.5,0,6,河边
247,中国铁道博物馆东郊馆,博物馆/纪念馆,40.004012,116.522737,全年,09:00,16:00,0.0,0.5,1.0,1,6,其它
248,中国铁道博物馆正阳门馆,博物馆/纪念馆,39.90611,116.406489,全年,09:00,17:00,0.0,2.5,4.0,1,6,其它
250,天主教北京教区西什库教堂,历史古迹,39.931328,116.385221,全年,08:00,11:00,0.0,1.0,1.5,1,6,"古风写真,约会圣地"
251,北京警察博物馆,博物馆/纪念馆,39.908366,116.411541,全年,09:00,16:00,0.0,2.0,3.0,1,5,其它
