id,Name,Type,Latitude,Longitude,dateDesc,OpenTime,EndTime,Price,RecommendMinTime,RecommendMaxTime,Indoor,Popularity,ood_Type
173,西岭峡谷漂流,游乐园/体育娱乐,30.68146,103.263086,全年,00:00,24:00,98.0,3.0,3.5,0,6,"河边,约会圣地"
174,洛带恐龙大世界,游乐园/体育娱乐,30.68075,104.376803,全年,09:00,17:30,29.9,1.0,2.0,1,5,其它
175,问花村,人文景观,30.831192,103.590189,全年,08:30,18:00,29.0,2.0,3.0,0,5,其它
176,犀浦,商业街区,30.759317,103.979253,全年,00:00,24:00,0.0,1.0,2.0,0,3,其它
177,刘湘墓,红色景点,30.654267,104.054163,全年,00:00,24:00,0.0,0.0,1.5,0,3,其它
178,东门市井,人文景观,30.623592,104.131785,全年,00:00,24:00,0.0,0.0,1.5,1,6,"古风写真,约会圣地"
180,成都独角兽星空艺术馆,美术馆/艺术馆,30.663499,104.085168,全年,10:00,22:00,49.9,2.0,3.5,1,6,其它
181,熊猫主题邮局,商业街区,30.666271,104.063326,全年,09:00,20:00,0.0,1.0,1.5,1,4,其它
182,成都市文化公园,公园,30.666781,104.049488,全年,06:00,22:00,0.0,2.0,3.0,1,6,其它
183,玉垒阁,人文景观,31.007591,103.621034,全年,08:00,17:30,0.0,0.5,2.0,1,6,其它
186,赵公山,自然风光,30.961146,103.554995,全年,00:00,24:00,0.0,1.5,3.0,0,5,其它
187,东安湖体育公园,游乐园/体育娱乐,30.60287,104.255458,全年,10:00,21:00,0.0,3.0,4.0,0,6,其它
188,汉昭烈庙,历史古迹,30.650854,104.055793,全年,09:00,17:00,0.0,1.0,2.5,1,4,古风写真
189,香香巷,人文景观,30.659433,104.096619,全年,00:00,24:00,0.0,1.0,2.0,1,4,其它
190,成都超音速国际卡丁车公园,游乐园/体育娱乐,30.653854,104.167395,全年,10:00,22:00,0.0,3.0,3.5,1,6,其它
191,中国西部国际博览城,商业街区,30.429115,104.08547,全年,09:00,17:00,0.0,2.5,4.0,1,6,其它
192,光严禅院,历史古迹,30.820841,103.53225,全年,00:00,18:00,0.0,1.0,2.0,1,5,古风写真
193,成都金融城演艺中心,人文景观,30.580675,104.076134,全年,10:00,18:00,0.0,2.0,3.5,1,6,其它
194,新都尖锋旱雪四季滑雪场,游乐园/体育娱乐,30.852891,104.107468,全年,13:30,17:30,110.0,2.5,3.0,1,6,其它
195,成都凤凰山体育中心,游乐园/体育娱乐,30.775864,104.083704,全年,08:00,22:00,0.0,0.5,1.0,1,6,其它
196,天鹅湖,公园,30.741746,104.152451,全年,00:00,24:00,0.0,2.0,3.0,0,6,"河边,约会圣地"
197,成都图书馆,博物馆/纪念馆,30.658928,104.067196,全年,09:00,22:00,0.0,2.0,3.5,1,6,其它
198,蓝色气流高空跳伞,游乐园/体育娱乐,30.656797,103.642849,全年,09:00,19:00,1980.0,1.0,2.0,0,8,其它
199,四川大学(望江校区)-博物馆,大学校园,30.641564,104.097613,全年,09:00,17:00,0.0,0.5,1.0,1,5,其它
200,宝山旅游景区,自然风光,31.23076,103.781066,全年,08:00,17:30,0.0,1.0,1.5,0,6,其它
201,都江堰西街,商业街区,31.003788,103.621136,全年,00:00,24:00,0.0,1.0,2.0,0,6,"古风写真,约会圣地"
202,成都华熙LIVE·528M空间,商业街区,30.597419,104.1522,全年,00:00,24:00,0.0,3.0,3.5,1,6,其它
203,成都龙泉山丹景台旅游景区,文化旅游区,30.3569,104.261791,全年,09:00,17:00,0.0,2.0,3.5,0,6,其它
204,无根山竹艺公园,公园,30.65304,103.591778,全年,09:00,17:00,0.0,1.0,1.5,1,4,其它
205,成都国际非物质文化遗产博览园,文化旅游区,30.674502,103.936551,全年,09:00,21:00,0.0,1.0,2.5,1,6,其它
206,刘备墓,历史古迹,30.654625,104.054089,全年,09:00,18:00,0.0,0.5,1.0,0,4,其它
207,麓湖生态城,公园,30.46932,104.070708,全年,00:00,24:00,0.0,2.0,3.0,0,6,其它
208,美洲四季滑雪场,游乐园/体育娱乐,30.584252,104.038162,全年,10:00,22:00,98.0,2.5,3.0,1,6,其它
209,杜甫草堂博物馆,博物馆/纪念馆,30.666397,104.034848,全年,08:30,19:00,0.0,2.0,3.0,1,6,古风写真
211,龙兴寺,历史古迹,30.996604,103.94873,全年,09:00,17:00,0.0,2.5,4.0,1,5,其它
212,白鹿音乐小镇,文化旅游区,31.209988,103.920738,全年,00:00,24:00,0.0,1.5,3.0,1,5,其它
213,文殊坊文殊院历史文化保护区,文化旅游区,30.678617,104.075116,全年,00:00,24:00,0.0,1.0,2.0,1,6,"古风写真,约会圣地"
214,明城墙,历史古迹,31.003313,103.622516,全年,00:00,24:00,0.0,3.0,4.0,0,6,古风写真
215,卧铁,历史古迹,31.001968,103.620897,全年,08:00,18:00,0.0,0.0,1.5,0,3,其它
216,四川大飞机科普馆,博物馆/纪念馆,30.553391,103.94676,全年,08:40,16:30,0.0,0.0,1.0,1,5,其它
217,刘文彩住房,历史古迹,30.511271,103.6346,全年,09:00,17:00,0.0,0.0,1.5,1,3,其它
218,三道堰,人文景观,30.873343,103.919723,全年,00:00,24:00,0.0,3.0,3.5,0,4,"河边,古风写真"
219,成都龙泉洛带跳伞 Skydive Lodi,游乐园/体育娱乐,30.65442,104.328342,全年,08:00,18:00,100.0,1.5,2.0,0,6,其它
220,易园园林艺术博物馆,博物馆/纪念馆,30.72387,104.021381,全年,09:00,18:00,0.0,0.0,1.0,1,6,"古风写真,约会圣地"
221,遇见未来潮玩运动馆,游乐园/体育娱乐,30.725035,104.039911,全年,10:00,22:00,0.0,2.0,3.5,1,6,其它
223,锦城湖,公园,30.578226,104.048301,全年,00:00,24:00,0.0,1.0,2.0,0,6,"河边,约会圣地"
224,LA CADIERE 花园城,公园,30.446858,104.074097,全年,10:00,20:00,0.0,0.0,1.5,0,5,其它
225,天府芙蓉园,公园,30.598505,103.991636,全年,09:00,22:00,0.0,0.0,1.0,1,6,其它
227,成佳茶叶休闲旅游区,文化旅游区,30.190051,103.385557,全年,00:00,24:00,0.0,1.5,3.0,1,4,其它
228,桂湖公园,公园,30.829791,104.165306,全年,08:30,17:00,0.0,1.5,2.0,0,6,"河边,约会圣地"
229,葛仙山,自然风光,31.179563,103.952833,全年,09:00,17:00,0.0,2.0,2.5,0,6,其它
230,金沙遗址博物馆-遗迹馆,博物馆/纪念馆,30.687278,104.02002,全年,09:00,18:00,0.0,0.5,1.0,1,6,其它
232,奈尔宝家庭中心（成都环球店）,游乐园/体育娱乐,30.572785,104.067652,全年,10:00,21:00,99.0,1.0,2.0,1,6,其它
233,棠湖公园,公园,30.576629,103.9249,全年,06:00,21:00,0.0,0.5,1.0,0,5,"河边,约会圣地"
234,刘文辉旧居陈列馆,历史古迹,30.515791,103.634088,全年,09:00,17:00,18.0,1.5,2.0,1,4,其它
235,小猪佩奇欢乐乐园(成都店),游乐园/体育娱乐,30.59112,104.076554,全年,10:00,21:00,0.0,0.0,1.5,1,6,其它
236,安仁古镇-公馆老街,历史古迹,30.514067,103.624968,全年,00:00,24:00,0.0,1.0,1.5,1,6,古风写真
237,多彩山地滑水,游乐园/体育娱乐,30.718723,103.509578,全年,09:00,18:00,0.0,2.0,3.0,0,6,其它
238,夹关镇,历史古迹,30.263957,103.228689,全年,00:00,24:00,0.0,1.0,1.5,0,4,其它
239,成都锦城公园,公园,30.576893,104.05894,全年,00:00,24:00,0.0,0.0,1.0,0,6,约会圣地
240,长藤鬼校(春熙路IFS店),游乐园/体育娱乐,30.661123,104.086563,全年,10:00,03:00,0.0,2.5,4.0,1,6,其它
241,三圣花乡旅游区,文化旅游区,30.582361,104.148538,全年,00:00,24:00,0.0,2.5,4.0,0,6,其它
242,锦城梨园,人文景观,30.668157,104.081534,全年,10:00,22:30,0.0,1.0,2.5,1,6,古风写真
243,兴隆湖湿地公园,公园,30.405278,104.099094,全年,00:00,24:00,0.0,3.0,4.0,0,6,"河边,约会圣地"
244,鹤鸣山,人文景观,30.641017,103.411505,全年,00:00,24:00,0.0,0.5,2.0,0,5,其它
245,浩海立方海洋乐园,游乐园/体育娱乐,30.609948,103.916269,全年,09:00,22:00,0.0,3.0,4.0,1,8,其它
246,又一村,人文景观,30.939583,103.480518,全年,00:00,24:00,0.0,0.0,1.5,0,3,其它
247,街子悠游岛,游乐园/体育娱乐,30.812585,103.565753,全年,10:00,18:00,0.0,2.5,3.0,1,5,其它
248,海豚湾水上乐园,游乐园/体育娱乐,31.025892,103.862233,全年,08:30,18:00,28.5,0.0,1.0,0,6,其它
249,东湖公园,公园,30.621803,104.094487,全年,00:00,24:00,0.0,2.0,3.0,0,6,"河边,约会圣地"
